loyalty_number,loyalty_card,clv,province,enrollment_year,gender,marital_status,education,churn_score,risk_tier,final_segment,segment_name,strategic_quadrant,behaviour_cluster,flights_18m,active_months_18m,months_since_last_flight,flight_trend,redemption_ratio,seasons_flown,pts_earned_18m,distance_18m,enrollment_tenure_months,churn_label
616220,Star,4914.73,New Brunswick,2016,Female,Married,Doctor,0.116269134,Low Risk,Loyalists,Road Warriors,Loyalists,1,19,10,1.0,0,0.0,4.0,28122.0,28122,27,0
890361,Star,4915.39,British Columbia,2017,Male,Single,College,0.017541725,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,14,0
778426,Star,4916.37,New Brunswick,2017,Male,Married,Bachelor,0.047038358,Low Risk,Loyalists,Road Warriors,Loyalists,1,16,7,0.0,-3,0.0,4.0,27222.0,27222,16,0
211083,Star,4916.48,Ontario,2014,Male,Single,College,0.32753748,Low Risk,Loyalists,Road Warriors,Loyalists,1,25,11,0.0,2,0.0290976289660788,4.0,31927.0,31927,43,0
693256,Star,4916.58,Ontario,2013,Female,Married,Bachelor,0.10667516,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,11,3.0,-7,0.0,4.0,49941.0,49941,61,0
343377,Star,4920.49,Saskatchewan,2012,Female,Married,Bachelor,0.007582719,Low Risk,Loyalists,Road Warriors,Loyalists,3,33,14,0.0,5,0.0165249645744769,4.0,47988.0,47988,67,0
608739,Star,4920.77,Quebec,2016,Male,Single,College,0.010019533,Low Risk,Loyalists,Road Warriors,Loyalists,3,43,14,0.0,4,0.0235633487829384,4.0,61706.0,61706,26,0
421497,Star,4921.33,Quebec,2015,Female,Married,Bachelor,0.088663965,Low Risk,Loyalists,Road Warriors,Loyalists,1,24,9,1.0,-4,0.0,3.0,30919.0,30919,39,0
268094,Star,4921.75,Quebec,2017,Female,Single,College,0.7710768,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,12,4,0.0,0,0.0475146198830409,3.0,13680.0,13680,8,0
982608,Star,4921.75,British Columbia,2016,Male,Single,College,0.9998018,High Risk,Sleeping/Lost,Fading Flyers,Sleeping/Lost,2,9,4,13.0,0,0.0708360442420299,2.0,12296.0,12296,21,1
703882,Star,4922.17,British Columbia,2012,Male,Single,College,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,74,2
821404,Star,4926.28,Quebec,2016,Male,Married,Bachelor,0.029080126,Low Risk,Loyalists,Road Warriors,Loyalists,1,20,11,0.0,2,0.0,4.0,30858.0,30858,29,0
544561,Star,4927.07,New Brunswick,2017,Male,Single,College,0.23826393,Low Risk,Loyalists,Road Warriors,Loyalists,1,16,8,0.0,1,0.0249475890985324,4.0,23850.0,23850,14,0
528074,Star,4928.0,British Columbia,2012,Female,Single,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,68,2
709550,Star,4928.0,Quebec,2012,Female,Single,Bachelor,0.007684538,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,12,0.0,4,0.0291196437536836,4.0,45811.0,45811,71,0
601448,Star,4929.55,Ontario,2017,Female,Married,Bachelor,0.0015926812,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,12,0.0,5,0.0284505453177886,4.0,53180.0,53180,16,0
264234,Star,4929.81,Ontario,2014,Male,Single,College,0.17762,Low Risk,Loyalists,Road Warriors,Loyalists,1,26,10,1.0,-2,0.0293158810696864,3.0,40797.0,40797,53,0
989048,Star,4929.81,British Columbia,2016,Female,Single,College,0.12594357,Low Risk,Loyalists,Road Warriors,Loyalists,3,40,12,0.0,3,0.0070472686270437,4.0,67402.0,67402,26,0
788460,Star,4930.95,Ontario,2016,Male,Married,Bachelor,0.65971154,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,29,10,4.0,-6,0.0210571551353674,4.0,41886.0,41886,25,1
765973,Star,4931.22,Ontario,2015,Male,Married,College,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,38,2
831087,Star,4932.88,Ontario,2012,Female,Married,Bachelor,0.05059282,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,10,0.0,7,0.0327223221665775,4.0,41134.0,41134,67,0
750776,Star,4935.19,Ontario,2017,Male,Married,Bachelor,0.99087614,High Risk,Sleeping/Lost,Occasional Flyers,Sleeping/Lost,4,11,3,5.0,-2,0.0220233656475267,2.0,20115.0,20115,13,1
401336,Aurora,4936.89,Ontario,2013,Male,Single,College,0.25978523,Low Risk,Loyalists,Road Warriors,Loyalists,3,32,11,0.0,0,0.0110067249326247,4.0,39703.0,39703,63,0
936612,Aurora,4938.21,Quebec,2017,Male,Married,Bachelor,0.9974583,High Risk,Sleeping/Lost,Fading Flyers,Sleeping/Lost,2,19,8,9.0,0,0.0246067590717956,4.0,25684.0,25684,17,1
785836,Aurora,4938.89,Manitoba,2014,Female,Married,Bachelor,0.07005414,Low Risk,Loyalists,Road Warriors,Loyalists,3,35,13,1.0,2,0.0,4.0,53807.0,53807,51,0
161437,Aurora,4940.51,British Columbia,2013,Male,Single,Bachelor,0.0035743944,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,11,0.0,6,0.0120949678960728,4.0,46879.0,46879,64,0
654187,Aurora,4940.51,Quebec,2015,Female,Single,Bachelor,0.024071878,Low Risk,Loyalists,Road Warriors,Loyalists,3,28,12,0.0,9,0.0117287234042553,4.0,37600.0,37600,35,0
801821,Aurora,4941.65,Quebec,2015,Male,Single,College,0.048327815,Low Risk,Loyalists,Road Warriors,Loyalists,1,19,9,0.0,-3,0.0199199831543482,4.0,23745.0,23745,32,0
655044,Aurora,4942.63,Ontario,2015,Male,Married,High School or Below,0.5153232,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,11,6,3.0,-1,0.0462562726685546,4.0,20127.0,20127,31,0
223946,Aurora,4942.87,Quebec,2015,Female,Divorced,Bachelor,0.20379591,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,9,0.0,7,0.0097455819280084,4.0,44533.0,44533,35,0
531286,Aurora,4944.24,Ontario,2014,Female,Married,Bachelor,0.08949907,Low Risk,Loyalists,Road Warriors,Loyalists,1,25,12,0.0,1,0.0532585844428871,4.0,37102.0,37102,46,0
655614,Aurora,4945.07,Quebec,2015,Female,Divorced,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,39,2
101876,Aurora,4949.53,Quebec,2017,Male,Single,College,0.8627352,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,12,5,0.0,5,0.0649912395970214,4.0,18264.0,18264,8,1
908729,Aurora,4949.53,Newfoundland,2016,Male,Single,College,0.0714867,Low Risk,Loyalists,Road Warriors,Loyalists,1,22,8,0.0,5,0.0510682233341275,4.0,37773.0,37773,22,0
622269,Aurora,4949.8,Alberta,2014,Male,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,50,2
929701,Aurora,4953.36,Ontario,2014,Female,Married,College,0.20874692,Low Risk,Loyalists,Road Warriors,Loyalists,3,46,14,1.0,7,0.0097085775612977,4.0,60565.0,60565,52,0
622171,Aurora,4956.62,Quebec,2018,Female,Married,Bachelor,0.0010267107,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
708020,Aurora,4957.03,Quebec,2015,Male,Married,Bachelor,0.01597804,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,12,0.0,2,0.0353431839847473,4.0,41960.0,41960,37,0
919922,Aurora,4957.16,Ontario,2017,Female,Divorced,College,0.91931057,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,17,6,2.0,-4,0.0,3.0,21561.0,21561,10,1
479872,Aurora,4960.55,Ontario,2014,Female,Married,High School or Below,0.02415107,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,8,0.0,2,0.0159569983136593,4.0,47440.0,47440,50,0
277091,Aurora,4960.97,Ontario,2017,Female,Married,Doctor,0.014688851,Low Risk,Loyalists,Road Warriors,Loyalists,1,22,9,0.0,-3,0.0,4.0,38950.0,38950,14,0
386363,Aurora,4961.41,Ontario,2013,Male,Married,Bachelor,0.034192998,Low Risk,Loyalists,Road Warriors,Loyalists,1,23,11,0.0,-4,0.0101996803085276,4.0,39413.0,39413,58,0
307233,Aurora,4965.49,New Brunswick,2016,Male,Single,College,0.027667152,Low Risk,Loyalists,Road Warriors,Loyalists,3,41,13,0.0,6,0.0107580852950526,4.0,59769.0,59769,27,0
199342,Aurora,4966.85,Quebec,2013,Male,Single,College,0.013203554,Low Risk,Loyalists,Road Warriors,Loyalists,1,28,9,1.0,3,0.0259513501877586,3.0,41809.0,41809,56,0
810257,Aurora,4966.85,Manitoba,2014,Female,Single,College,0.045404665,Low Risk,Loyalists,Road Warriors,Loyalists,3,34,12,0.0,1,0.0359139743907791,4.0,52403.0,52403,50,0
252341,Aurora,4967.54,Quebec,2013,Male,Married,Bachelor,0.020105882,Low Risk,Loyalists,Road Warriors,Loyalists,3,38,12,0.0,7,0.0057609217474795,4.0,58324.0,58324,61,0
485397,Aurora,4969.36,Newfoundland,2013,Male,Married,High School or Below,0.010144278,Low Risk,Loyalists,Road Warriors,Loyalists,3,33,10,0.0,4,0.0,4.0,47919.0,47919,59,0
328180,Star,2567.15,Alberta,2018,Male,Married,Bachelor,0.011787153,Low Risk,Loyalists,Road Warriors,Loyalists,0,25,3,0.0,21,0.0,2.0,63930.0,42620,4,0
687748,Aurora,4971.35,British Columbia,2017,Female,Married,Bachelor,0.13943507,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,5,3,0.0,-3,0.0,3.0,8183.0,8183,10,0
368830,Aurora,4974.24,British Columbia,2013,Female,Single,College,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,54,2
249224,Aurora,4974.8,Ontario,2013,Male,Divorced,Bachelor,0.028355502,Low Risk,Loyalists,Road Warriors,Loyalists,3,44,14,0.0,1,0.0057506423589869,4.0,81730.0,81730,64,0
444684,Aurora,4974.8,Prince Edward Island,2016,Male,Divorced,Bachelor,0.1551262,Low Risk,Loyalists,Road Warriors,Loyalists,3,32,10,0.0,1,0.0256054563320039,4.0,51903.0,51903,22,0
181726,Aurora,4974.87,British Columbia,2013,Female,Single,Bachelor,0.44404468,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,24,10,3.0,-5,0.0364238410596026,4.0,34428.0,34428,57,0
275413,Star,2582.41,Quebec,2018,Female,Married,Bachelor,0.00077216176,Low Risk,Loyalists,Road Warriors,Loyalists,0,30,4,0.0,26,0.0071893048992285,3.0,86656.5,57771,2,0
530978,Aurora,4980.19,Ontario,2014,Male,Married,Doctor,0.0016938628,Low Risk,Loyalists,Road Warriors,Loyalists,3,34,14,0.0,5,0.0356797547459026,4.0,42405.0,42405,45,0
372261,Aurora,4983.18,Quebec,2017,Male,Married,Doctor,0.0025635883,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,9,0.0,8,0.0132006600330016,4.0,39998.0,39998,14,0
738427,Aurora,4983.18,British Columbia,2017,Female,Married,Doctor,0.038267132,Low Risk,Loyalists,Road Warriors,Loyalists,3,37,11,1.0,3,0.0281749063261668,4.0,54978.0,54978,17,0
295929,Aurora,4984.62,Ontario,2014,Female,Married,Bachelor,0.45970315,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,21,9,2.0,-2,0.051950447265685,4.0,32531.0,32531,47,0
381717,Aurora,4984.62,Ontario,2018,Female,Married,Bachelor,0.0013552462,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
437022,Aurora,4984.62,Quebec,2016,Female,Married,Bachelor,0.015707903,Low Risk,Loyalists,Road Warriors,Loyalists,3,33,11,0.0,-5,0.0064783825572974,4.0,51093.0,51093,19,0
582861,Aurora,4984.62,Quebec,2017,Female,Married,Bachelor,0.034931503,Low Risk,Loyalists,Road Warriors,Loyalists,1,16,8,0.0,-2,0.0,4.0,23776.0,23776,12,0
945014,Aurora,4984.62,Ontario,2017,Male,Married,Bachelor,0.5576367,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,12,5,2.0,-3,0.0225713653463155,4.0,22595.0,22595,11,0
809728,Aurora,4987.64,Ontario,2018,Female,Married,Doctor,0.0148933595,Low Risk,Loyalists,Road Warriors,Loyalists,1,7,4,0.0,5,0.0482488977622493,3.0,12021.0,12021,5,0
460207,Aurora,4988.58,British Columbia,2015,Female,Married,Bachelor,0.008696569,Low Risk,Loyalists,Road Warriors,Loyalists,3,30,12,1.0,-1,0.0169133764511677,4.0,36953.0,36953,34,0
567256,Aurora,4988.58,Quebec,2016,Male,Married,Bachelor,0.021137048,Low Risk,Loyalists,Road Warriors,Loyalists,1,24,10,1.0,3,0.019081546275395,4.0,28352.0,28352,20,0
649089,Star,2673.32,Alberta,2018,Male,Married,Bachelor,0.0058596972,Low Risk,Loyalists,Road Warriors,Loyalists,0,36,2,0.0,36,0.0,2.0,50988.0,33992,2,0
290599,Aurora,4991.04,Nova Scotia,2016,Male,Married,Bachelor,0.020645974,Low Risk,Loyalists,Road Warriors,Loyalists,1,26,10,0.0,-2,0.0,4.0,32565.0,32565,20,0
878909,Aurora,4991.47,Ontario,2016,Male,Married,High School or Below,0.010744241,Low Risk,Loyalists,Road Warriors,Loyalists,3,35,12,1.0,1,0.0,4.0,55031.0,55031,21,0
941194,Aurora,4991.54,New Brunswick,2018,Female,Married,Bachelor,0.0012999239,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
600820,Aurora,4992.92,Quebec,2012,Male,Divorced,Doctor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,72,2
430228,Aurora,4995.21,British Columbia,2012,Male,Divorced,Bachelor,0.0020911628,Low Risk,Loyalists,Road Warriors,Loyalists,3,33,13,0.0,2,0.0313586459286367,4.0,43720.0,43720,70,0
646168,Aurora,4996.55,Ontario,2013,Male,Married,Bachelor,0.07728791,Low Risk,Loyalists,Road Warriors,Loyalists,1,26,10,1.0,0,0.0179514872004436,4.0,34259.0,34259,63,0
866302,Aurora,4996.55,Manitoba,2015,Female,Single,Bachelor,0.21005246,Low Risk,Loyalists,Road Warriors,Loyalists,3,26,8,0.0,6,0.0193747039317858,4.0,42220.0,42220,32,0
983524,Star,2695.96,Alberta,2018,Male,Married,Bachelor,0.0024805735,Low Risk,Loyalists,Road Warriors,Loyalists,0,26,4,0.0,20,0.0070044645848179,2.0,82090.5,54727,2,0
189146,Aurora,4999.35,Quebec,2017,Female,Single,Bachelor,0.99808526,High Risk,Sleeping/Lost,Fading Flyers,Sleeping/Lost,2,17,5,7.0,0,0.0444961664841182,2.0,29216.0,29216,13,1
290517,Aurora,4999.35,British Columbia,2018,Female,Single,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,0,2
513000,Aurora,5000.62,Manitoba,2018,Male,Married,Bachelor,0.001239264,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
917352,Aurora,5000.62,Quebec,2017,Female,Married,Bachelor,0.7899899,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,11,5,2.0,-2,0.0,3.0,15569.0,15569,11,0
277910,Aurora,5004.58,Ontario,2015,Female,Married,Bachelor,0.029948546,Low Risk,Loyalists,Road Warriors,Loyalists,1,29,9,0.0,3,0.0,4.0,32997.0,32997,40,0
345014,Aurora,5009.6,British Columbia,2018,Male,Single,College,0.081058204,Low Risk,Loyalists,Road Warriors,Loyalists,1,25,10,1.0,4,0.0122559908014738,4.0,38267.0,38267,0,0
911744,Star,2725.36,Alberta,2018,Female,Married,Bachelor,0.007645614,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,12,1,1.0,12,0.0388034188034188,1.0,11700.0,7800,3,0
484194,Aurora,5009.81,Ontario,2013,Male,Married,College,0.0142529765,Low Risk,Loyalists,Road Warriors,Loyalists,1,17,10,1.0,-1,0.0570778514195271,4.0,30327.0,30327,54,0
618309,Aurora,5010.38,Quebec,2016,Female,Single,Bachelor,0.11376609,Low Risk,Loyalists,Road Warriors,Loyalists,1,24,10,2.0,0,0.0,4.0,31686.0,31686,25,0
160686,Aurora,5010.92,Quebec,2012,Male,Married,Bachelor,0.0056530344,Low Risk,Loyalists,Road Warriors,Loyalists,3,36,12,0.0,3,0.0185623842542745,4.0,69657.0,69657,70,0
355995,Aurora,5010.92,Manitoba,2013,Male,Married,Bachelor,0.4553185,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,16,6,4.0,-3,0.0391972857864722,4.0,27706.0,27706,61,0
519203,Aurora,5011.26,Ontario,2013,Female,Married,Bachelor,0.02340023,Low Risk,Loyalists,Road Warriors,Loyalists,3,34,12,1.0,-2,0.0087920139206887,3.0,43676.0,43676,56,0
306402,Aurora,5011.75,Ontario,2014,Male,Divorced,Bachelor,0.48682144,Medium Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,22,8,4.0,-3,0.0208724580136288,4.0,37274.0,37274,52,0
428590,Aurora,5012.18,British Columbia,2018,Female,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,0,2
446315,Aurora,5013.14,Quebec,2012,Male,Married,Bachelor,0.28739017,Low Risk,Loyalists,Road Warriors,Loyalists,1,29,11,2.0,-2,0.0224722033721355,4.0,38314.0,38314,68,1
576716,Aurora,5013.14,Nova Scotia,2013,Male,Married,Bachelor,0.19651236,Low Risk,Loyalists,Road Warriors,Loyalists,3,32,11,1.0,-2,0.0126077523016478,4.0,51159.0,51159,54,0
111646,Aurora,5015.01,Ontario,2014,Female,Single,Bachelor,0.987224,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,24,8,7.0,0,0.0239281286028148,4.0,45971.0,45971,43,1
685982,Aurora,5015.01,Ontario,2014,Female,Single,Bachelor,0.040004607,Low Risk,Loyalists,Road Warriors,Loyalists,3,25,11,0.0,-1,0.0,4.0,39135.0,39135,42,0
166037,Aurora,5016.14,British Columbia,2012,Male,Divorced,Bachelor,0.026704859,Low Risk,Loyalists,Road Warriors,Loyalists,3,27,11,1.0,1,0.0,4.0,40066.0,40066,72,0
236593,Aurora,5016.64,Quebec,2015,Male,Single,College,0.12160945,Low Risk,Loyalists,Road Warriors,Loyalists,3,32,12,2.0,-3,0.0130589097642837,4.0,51842.0,51842,36,0
784113,Aurora,5016.64,British Columbia,2012,Female,Single,College,0.027850464,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,9,0.0,6,0.0091403566170456,4.0,48904.0,48904,72,0
896790,Aurora,5016.83,British Columbia,2012,Female,Married,Bachelor,0.0096055595,Low Risk,Loyalists,Road Warriors,Loyalists,1,27,12,0.0,1,0.0341413817092096,4.0,37374.0,37374,72,0
990595,Aurora,5016.83,Ontario,2016,Female,Married,Bachelor,0.020567149,Low Risk,Loyalists,Road Warriors,Loyalists,1,22,11,1.0,0,0.0162819162562978,3.0,35131.0,35131,18,0
773261,Aurora,5018.73,British Columbia,2012,Female,Divorced,College,0.24996158,Low Risk,Loyalists,Road Warriors,Loyalists,1,20,7,2.0,-3,0.0,4.0,31345.0,31345,67,0
756907,Aurora,5021.15,Quebec,2017,Female,Married,Bachelor,0.023779064,Low Risk,Loyalists,Road Warriors,Loyalists,3,32,10,0.0,2,0.0091057508795327,4.0,43489.0,43489,15,0
455287,Aurora,5021.69,British Columbia,2018,Female,Divorced,Bachelor,0.0014311444,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
633999,Aurora,5028.58,Saskatchewan,2017,Female,Married,Bachelor,0.3499017,Low Risk,Loyalists,Road Warriors,Loyalists,1,11,5,0.0,1,0.0302435192458758,3.0,15276.0,15276,6,0
285484,Aurora,5028.84,Quebec,2014,Male,Married,College,0.034678202,Low Risk,Loyalists,Road Warriors,Loyalists,1,22,9,1.0,-5,0.0122632664541533,4.0,26665.0,26665,45,0
342738,Aurora,5028.84,Nova Scotia,2014,Male,Married,College,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,50,2
907743,Aurora,5029.64,Ontario,2018,Male,Married,College,0.003425615,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,0,0
484733,Aurora,5029.67,British Columbia,2017,Female,Married,Bachelor,0.31492922,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,7,3,1.0,1,0.0,3.0,7923.0,7923,11,0
981848,Aurora,5032.39,New Brunswick,2012,Female,Married,Bachelor,0.0036047143,Low Risk,Loyalists,Road Warriors,Loyalists,1,20,7,2.0,3,0.0169192014136932,4.0,26597.0,26597,72,0
399575,Aurora,5033.39,Yukon,2016,Male,Married,Bachelor,0.03518386,Low Risk,Loyalists,Road Warriors,Loyalists,3,33,12,1.0,-2,0.0114354258296681,4.0,50020.0,50020,27,0
852310,Aurora,5033.69,Quebec,2015,Female,Married,Bachelor,0.024535548,Low Risk,Loyalists,Road Warriors,Loyalists,3,41,13,0.0,-8,0.0153223268190792,4.0,69898.0,69898,35,0
885007,Aurora,5035.04,Ontario,2014,Female,Married,Bachelor,0.21372801,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,10,2.0,-1,0.0139612575104086,4.0,40111.0,40111,42,0
692097,Aurora,5039.44,Ontario,2014,Female,Single,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,42,2
532813,Aurora,5040.78,Ontario,2013,Male,Married,Doctor,0.01698125,Low Risk,Loyalists,Road Warriors,Loyalists,3,29,12,0.0,3,0.0103885967031537,4.0,53809.0,53809,58,0
425445,Aurora,5041.45,British Columbia,2014,Male,Married,Bachelor,0.0033058142,Low Risk,Loyalists,Road Warriors,Loyalists,1,25,11,0.0,4,0.0,4.0,33944.0,33944,50,0
410460,Aurora,5048.05,Ontario,2017,Female,Married,Bachelor,0.9991666,High Risk,Sleeping/Lost,Fading Flyers,Sleeping/Lost,2,17,7,9.0,0,0.0180129374689003,4.0,30145.0,30145,17,1
508854,Aurora,5049.12,Nova Scotia,2012,Male,Married,College,0.006419231,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,13,0.0,5,0.012424180928544,4.0,44349.0,44349,73,0
141233,Aurora,5050.83,Alberta,2014,Male,Married,College,0.004470016,Low Risk,Loyalists,Road Warriors,Loyalists,3,26,10,0.0,5,0.0351421427909991,4.0,43196.0,43196,44,0
277769,Aurora,5054.33,British Columbia,2018,Female,Married,Bachelor,0.023887156,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,6,1,0.0,6,0.0,1.0,6612.0,6612,1,0
340479,Aurora,5055.9,British Columbia,2016,Female,Married,Bachelor,0.017519912,Low Risk,Loyalists,Road Warriors,Loyalists,1,27,9,1.0,0,0.0293094152820663,4.0,40806.0,40806,22,0
980651,Aurora,5055.9,Ontario,2014,Female,Married,Bachelor,0.080831535,Low Risk,Loyalists,Road Warriors,Loyalists,3,32,10,0.0,5,0.0098609169180955,4.0,40767.0,40767,50,0
513708,Aurora,5059.62,Alberta,2017,Female,Married,Bachelor,0.1491367,Low Risk,Loyalists,Road Warriors,Loyalists,1,24,8,2.0,-1,0.0,4.0,35440.0,35440,15,0
796508,Aurora,5059.62,Ontario,2013,Male,Married,Bachelor,0.015139968,Low Risk,Loyalists,Road Warriors,Loyalists,1,23,12,0.0,0,0.0114949374627754,4.0,33580.0,33580,60,0
304770,Aurora,5059.99,Quebec,2015,Male,Married,Bachelor,0.14203405,Low Risk,Loyalists,Road Warriors,Loyalists,3,31,11,3.0,-4,0.0159937279498235,4.0,51020.0,51020,40,0
993350,Star,2763.52,Quebec,2018,Female,Married,Bachelor,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,3,2
203258,Aurora,5061.76,Alberta,2014,Male,Married,College,1.0,Dormant,Dormant,Dormant,Sleeping/Lost,-1,0,0,0.0,0,0.0,0.0,0.0,0,52,2
654890,Aurora,5065.49,Quebec,2013,Male,Single,Bachelor,0.032540094,Low Risk,Loyalists,Road Warriors,Loyalists,3,26,11,0.0,-1,0.023263357894249,4.0,43158.0,43158,55,0
716393,Aurora,5065.94,Saskatchewan,2015,Male,Married,Bachelor,0.34545285,Low Risk,Loyalists,Road Warriors,Loyalists,1,26,10,3.0,-2,0.0391744314196974,3.0,39924.0,39924,36,0
751612,Aurora,5066.83,Quebec,2016,Female,Divorced,Bachelor,0.030407052,Low Risk,Loyalists,Road Warriors,Loyalists,1,25,11,1.0,-3,0.0122061938868152,3.0,29739.0,29739,26,0
493427,Aurora,5067.0,British Columbia,2015,Female,Married,Bachelor,0.026138408,Low Risk,Loyalists,Road Warriors,Loyalists,3,36,12,0.0,1,0.0,4.0,50264.0,50264,35,0
908006,Star,4059.57,Quebec,2018,Male,Divorced,Doctor,0.005632986,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,0,0,0.0,0,0.0,0.0,0.0,0,2,0
827288,Star,4118.59,Quebec,2018,Female,Single,Bachelor,0.038514864,Low Risk,Loyalists,Occasional Flyers,Loyalists,4,7,2,0.0,7,0.0,2.0,15444.0,10296,3,0
204042,Aurora,5067.64,Manitoba,2015,Female,Married,Bachelor,0.039484102,Low Risk,Loyalists,Road Warriors,Loyalists,1,24,10,0.0,0,0.0,4.0,29671.0,29671,38,0
254683,Aurora,5067.64,Quebec,2012,Male,Married,Bachelor,0.010445194,Low Risk,Loyalists,Road Warriors,Loyalists,3,33,12,1.0,5,0.0085048687292,4.0,56791.0,56791,70,0
824259,Aurora,5069.07,Ontario,2013,Male,Married,Bachelor,0.076327935,Low Risk,Loyalists,Road Warriors,Loyalists,3,37,13,0.0,-1,0.0102778173078443,4.0,63243.0,63243,58,0
259634,Aurora,5070.35,British Columbia,2013,Male,Married,Bachelor,0.80637693,High Risk,Sleeping/Lost,Road Warriors,Sleeping/Lost,1,22,9,4.0,-3,0.0,4.0,25825.0,25825,61,1
730742,Aurora,5070.35,Quebec,2017,Female,Married,Bachelor,0.2797901,Low Risk,Loyalists,Road Warriors,Loyalists,1,13,4,0.0,5,0.0282151404458999,3.0,23817.0,23817,6,0
287593,Aurora,5071.65,British Columbia,2013,Female,Single,Bachelor,0.01717332,Low Risk,Loyalists,Road Warriors,Loyalists,1,15,8,0.0,1,0.0562573310475503,3.0,22166.0,22166,59,0
